Job:,X2L3QBJL_R_08_05TEST,,,,Date:1/23/2024 6:53:44 AM
Lot:,A12,,,,System:OFFLINE45
Wafer ID:,0.Gray+Red.0,,,,Ver:5.9.2-1035


84,22,1134.67858934,2194.6158393,539.159148,28.866,F29 Silicon powder
