[Wafer Information]
Wafer Number,25
Wafer ID,A12-Q336635-402
Job Name,X2L3QBJL_R_08_05
Model Name,EagleT
Lot Number,24101034-001
Description,
Wafer Size(mm),200
Die Size XY(um),X,1345.33,Y,2274.899
Chip Num. XY,X,68,Y,104
Wafer Thickness(um),0

[INSP]
Start Time,01/17/2024 09:48
End Time,01/17/2024 09:51
Inspection Time,0:03:19
Photo Time,0:02:58
Data Output Time,01/17/2024 10:23

[Before Review]
Wafer Number,Wafer ID,Total,Good,Yield(%),NG Total,Defect,F29 Silicon powder,F06 Incoming others
25,A12-Q336635-402,5518,5510,99.85502,8,8,2,5,1

[Defect List]
X,Y,DefectMode,Size X,Size Y,Area,Area No
46,11,50,54.780876,8.649612,155.693016,1
50,42,50,43.24806,20.182428,242.189136,3
52,60,50,69.196896,34.598448,510.327108,3
60,64,50,49.014468,23.065632,299.853216,3
71,19,50,14.41602,20.182428,66.313692,2
85,50,50,49.014468,23.065632,311.386032,3
14,30,50,17.248284,14.37357,68.789976,1
67,52,50,37.371282,51.744852,435.669848,3

[After Review]
Wafer Number,Wafer ID,Total,Good,Yield(%),NG Total,Defect,F29 Silicon powder,F06 Incoming others
25,A12-Q336635-402,5518,5512,99.891265,6,6,5,1

[Defect List]
X,Y,DefectMode,Size X,Size Y,Area,Area No
46,11,Pass,54.780876,8.649612,155.693016,1
50,42,50,43.24806,20.182428,242.189136,3
52,60,50,69.196896,34.598448,510.327108,3
60,64,50,49.014468,23.065632,299.853216,3
71,19,50,14.41602,20.182428,66.313692,2
85,50,50,49.014468,23.065632,311.386032,3
14,30,Pass,17.248284,14.37357,68.789976,1
67,52,50,37.371282,51.744852,435.669848,3

