[Wafer Information]
Wafer Number,5
Wafer ID,A11-Q335381-401
Job Name,X2L3QBJL_R_08_05
Model Name,EagleT
Lot Number,24100044-001
Description,
Wafer Size(mm),200
Die Size XY(um),X,1345.33,Y,2274.899
Chip Num. XY,X,68,Y,104
Wafer Thickness(um),0

[INSP]
Start Time,01/18/2024 02:54
End Time,01/18/2024 02:58
Inspection Time,0:03:20
Photo Time,0:01:40
Data Output Time,01/18/2024 03:28

[Before Review]
Wafer Number,Wafer ID,Total,Good,Yield(%),NG Total,Defect,F06 Incoming others
5,A11-Q335381-401,2571,2565,99.766628,6,6,3,3

[Defect List]
X,Y,DefectMode,Size X,Size Y,Area,Area No
56,30,50,8.649612,95.145732,273.90438,1
57,10,50,20.182428,20.182428,92.262528,2
67,20,50,17.299224,20.182428,95.145732,2
77,25,50,54.780876,8.649612,158.57622,1
101,24,50,14.41602,20.182428,72.0801,2
26,20,50,11.498856,8.624142,20.063743,1

[After Review]
Wafer Number,Wafer ID,Total,Good,Yield(%),NG Total,Defect,F06 Incoming others
5,A11-Q335381-401,2571,2568,99.883314,3,3,3

[Defect List]
X,Y,DefectMode,Size X,Size Y,Area,Area No
56,30,Pass,8.649612,95.145732,273.90438,1
57,10,50,20.182428,20.182428,92.262528,2
67,20,50,17.299224,20.182428,95.145732,2
77,25,Pass,54.780876,8.649612,158.57622,1
101,24,50,14.41602,20.182428,72.0801,2
26,20,Pass,11.498856,8.624142,20.063743,1

