[Wafer Information]
Wafer Number,5
Wafer ID,A11-Q336488-352
Job Name,X2L3QBJL_R_08_05
Model Name,EagleT
Lot Number,23C02507-001
Description,
Wafer Size(mm),200
Die Size XY(um),X,1345.33,Y,2274.899
Chip Num. XY,X,68,Y,104
Wafer Thickness(um),0

[INSP]
Start Time,01/07/2024 09:20
End Time,01/07/2024 09:24
Inspection Time,0:03:20
Photo Time,0:00:00
Data Output Time,01/07/2024 09:57

[Before Review]
Wafer Number,Wafer ID,Total,Good,Yield(%),NG Total,Defect,F07 Incoming microlens periphery peeling
5,A11-Q336488-352,919,916,99.673558,3,5,5

[Defect List]
X,Y,DefectMode,Size X,Size Y,Area,Area No
42,13,50,271.021176,8.649612,804.413916,1
42,13,50,268.137972,8.649612,781.348284,1
42,13,50,123.977772,8.649612,348.867684,1
62,13,50,54.780876,11.532816,167.225832,1
63,13,50,224.889912,8.649612,666.020124,1

[After Review]
Wafer Number,Wafer ID,Total,Good,Yield(%),NG Total,Defect,F07 Incoming microlens periphery peeling
5,A11-Q336488-352,919,919,100,0,0,0

[Defect List]
X,Y,DefectMode,Size X,Size Y,Area,Area No
42,13,Pass,271.021176,8.649612,804.413916,1
42,13,Pass,268.137972,8.649612,781.348284,1
42,13,Pass,123.977772,8.649612,348.867684,1
62,13,Pass,54.780876,11.532816,167.225832,1
63,13,Pass,224.889912,8.649612,666.020124,1

