[Wafer Information]
Wafer Number,5
Wafer ID,A11-Q328395-401
Job Name,X2L3QBJL_R_08_05
Model Name,EagleT
Lot Number,24100098-001
Description,
Wafer Size(mm),200
Die Size XY(um),X,1345.33,Y,2274.899
Chip Num. XY,X,68,Y,104
Wafer Thickness(um),0

[INSP]
Start Time,01/19/2024 12:54
End Time,01/19/2024 12:58
Inspection Time,0:03:20
Photo Time,0:00:00
Data Output Time,01/19/2024 01:45

[Before Review]
Wafer Number,Wafer ID,Total,Good,Yield(%),NG Total,Defect,F29 Silicon powder
5,A11-Q328395-401,2124,2118,99.717514,6,6,1,5

[Defect List]
X,Y,DefectMode,Size X,Size Y,Area,Area No
27,17,50,17.299224,17.299224,89.379324,2
37,4,50,54.780876,34.598448,420.947784,3
46,20,50,51.897672,28.83204,334.451664,3
50,23,50,51.897672,37.481652,484.378272,3
56,20,50,54.780876,28.83204,363.283704,3
66,24,50,46.131264,28.83204,371.933316,3

[After Review]
Wafer Number,Wafer ID,Total,Good,Yield(%),NG Total,Defect,F29 Silicon powder
5,A11-Q328395-401,2124,2119,99.764595,5,5,5

[Defect List]
X,Y,DefectMode,Size X,Size Y,Area,Area No
27,17,Pass,17.299224,17.299224,89.379324,2
37,4,50,54.780876,34.598448,420.947784,3
46,20,50,51.897672,28.83204,334.451664,3
50,23,50,51.897672,37.481652,484.378272,3
56,20,50,54.780876,28.83204,363.283704,3
66,24,50,46.131264,28.83204,371.933316,3

