Job:,X2L3QBJL_R_08_05,,,,Date:1/3/2024 2:14:39 AM
Lot:,23C02159-011,,,,System:OFFLINE45
Wafer ID:,0.Chipping.0,,,,Ver:5.9.2-1035


19,11,26.73860493,1180.2774962,461.466089,10.158,F07 Incoming microlens periphery peeling
