Job:,X2L3QBJL_R_08_05,,,,Date:1/21/2024 4:37:54 AM
Lot:,24101073-011,,,,System:OFFLINE46
Wafer ID:,A55Q337422402.Crack.0,,,,Ver:5.9.2-1035


91,30,502.41228425,2179.72457536,687.89976,52.483,F29 Silicon powder
