[Wafer Information]
Wafer Number,25
Wafer ID,A55Q337422402.Chipping.0
Job Name,X2L3QBJL_R_08_05
Model Name,EagleT
Lot Number,24101073-011
Description,
Wafer Size(mm),200
Die Size XY(um),X,1357.753,Y,2285.221
Chip Num. XY,X,68,Y,104
Wafer Thickness(um),0

[INSP]
Start Time,01/21/2024 04:28
End Time,01/21/2024 04:29
Inspection Time,0:01:06
Photo Time,0:00:00
Data Output Time,01/21/2024 04:37

[Before Review]
Wafer Number,Wafer ID,Total,Good,Yield(%),NG Total,Defect,F07 Incoming microlens periphery peeling
25,A55Q337422402.Chipping.0,2591,2585,99.768429,6,8,8

[Defect List]
X,Y,DefectMode,Size X,Size Y,Area,Area No
1,30,50,5.732498,60.191229,77.388723,1
29,18,50,54.458731,2.866249,54.458731,1
36,2,50,2.866249,17.197494,17.197494,1
36,2,50,2.866249,25.796241,25.796241,1
36,2,50,2.866249,8.598747,8.598747,1
59,1,50,8.598747,2.866249,8.598747,1
68,17,50,11.464996,54.458731,83.121221,1
90,18,50,11.464996,5.732498,14.331245,1

[After Review]
Wafer Number,Wafer ID,Total,Good,Yield(%),NG Total,Defect,F07 Incoming microlens periphery peeling
25,A55Q337422402.Chipping.0,2591,2585,99.768429,6,8,8

[Defect List]
X,Y,DefectMode,Size X,Size Y,Area,Area No
1,30,50,5.732498,60.191229,77.388723,1
29,18,50,54.458731,2.866249,54.458731,1
36,2,50,2.866249,17.197494,17.197494,1
36,2,50,2.866249,25.796241,25.796241,1
36,2,50,2.866249,8.598747,8.598747,1
59,1,50,8.598747,2.866249,8.598747,1
68,17,50,11.464996,54.458731,83.121221,1
90,18,50,11.464996,5.732498,14.331245,1

