Job:,X2L3QBJL_R_08_05,,,,Date:1/19/2024 11:55:16 PM
Lot:,23C01991-001R,,,,System:OFFLINE46
Wafer ID:,A100Q335369351.Chipping.0,,,,Ver:5.9.2-1035


79,52,112.69209829,26.93744384,14.331245,5.079,F07 Incoming microlens periphery peeling
