[Wafer Information]
Wafer Number,19
Wafer ID,A39-Q330839-350
Job Name,X2L3QBKL_R_08_QB1
Model Name,EagleT
Lot Number,MOLT2C01129-004Q2
Description,
Wafer Size(mm),200
Die Size XY(um),X,1345.33,Y,2274.899
Chip Num. XY,X,68,Y,104
Wafer Thickness(um),0

[INSP]
Start Time,01/22/2024 06:28
End Time,01/22/2024 06:28
Inspection Time,0:00:24
Photo Time,0:00:37
Data Output Time,01/22/2024 07:17

[Before Review]
Wafer Number,Wafer ID,Total,Good,Yield(%),NG Total,Defect,F13 Pad area damage
19,A39-Q330839-350,340,334,98.235294,6,6,5,1

[Defect List]
X,Y,DefectMode,Size X,Size Y,Area,Area No
50,67,50,25.948836,8.649612,51.897672,4
50,57,50,8.649612,43.24806,115.32816,1
50,65,50,25.948836,8.649612,51.897672,4
49,67,50,25.948836,5.766408,51.897672,4
49,64,50,25.948836,8.649612,54.780876,4
50,64,50,25.948836,8.649612,54.780876,4

[After Review]
Wafer Number,Wafer ID,Total,Good,Yield(%),NG Total,Defect,F13 Pad area damage
19,A39-Q330839-350,340,340,100,0,0,0

[Defect List]
X,Y,DefectMode,Size X,Size Y,Area,Area No
50,67,Pass,25.948836,8.649612,51.897672,4
50,57,Pass,8.649612,43.24806,115.32816,1
50,65,Pass,25.948836,8.649612,51.897672,4
49,67,Pass,25.948836,5.766408,51.897672,4
49,64,Pass,25.948836,8.649612,54.780876,4
50,64,Pass,25.948836,8.649612,54.780876,4

