[Wafer Information]
Wafer Number,19
Wafer ID,A49-Q336861-352
Job Name,X2L3QBKL_R_08_QB1
Model Name,EagleT
Lot Number,MOLT23C02144-002
Description,
Wafer Size(mm),200
Die Size XY(um),X,1345.33,Y,2274.899
Chip Num. XY,X,68,Y,104
Wafer Thickness(um),0

[INSP]
Start Time,01/03/2024 02:04
End Time,01/03/2024 02:04
Inspection Time,0:00:25
Photo Time,0:00:41
Data Output Time,01/03/2024 03:52

[Before Review]
Wafer Number,Wafer ID,Total,Good,Yield(%),NG Total,Defect,F13 Pad area damage
19,A49-Q336861-352,340,333,97.941176,7,8,8

[Defect List]
X,Y,DefectMode,Size X,Size Y,Area,Area No
2,32,50,23.065632,8.649612,49.014468,4
49,51,50,14.41602,8.649612,31.715244,4
50,48,50,5.766408,14.41602,28.83204,4
50,48,50,8.649612,23.065632,54.780876,4
50,4,50,8.649612,17.299224,40.364856,4
70,32,50,20.182428,8.649612,51.897672,4
81,31,50,8.649612,23.065632,49.014468,4
91,31,50,20.182428,8.649612,40.364856,4

[After Review]
Wafer Number,Wafer ID,Total,Good,Yield(%),NG Total,Defect,F13 Pad area damage
19,A49-Q336861-352,340,340,100,0,0,0

[Defect List]
X,Y,DefectMode,Size X,Size Y,Area,Area No
2,32,Pass,23.065632,8.649612,49.014468,4
49,51,Pass,14.41602,8.649612,31.715244,4
50,48,Pass,5.766408,14.41602,28.83204,4
50,48,Pass,8.649612,23.065632,54.780876,4
50,4,Pass,8.649612,17.299224,40.364856,4
70,32,Pass,20.182428,8.649612,51.897672,4
81,31,Pass,8.649612,23.065632,49.014468,4
91,31,Pass,20.182428,8.649612,40.364856,4

