[Wafer Information]
Wafer Number,15
Wafer ID,A06-Q336635-402
Job Name,X2L3QBJL_R_08_QB1
Model Name,EagleT
Lot Number,MOLT24101031-003
Description,
Wafer Size(mm),200
Die Size XY(um),X,1345.33,Y,2274.899
Chip Num. XY,X,68,Y,104
Wafer Thickness(um),0

[INSP]
Start Time,01/22/2024 05:12
End Time,01/22/2024 05:12
Inspection Time,0:00:24
Photo Time,0:00:28
Data Output Time,01/22/2024 05:23

[Before Review]
Wafer Number,Wafer ID,Total,Good,Yield(%),NG Total,Defect,F13 Pad area damage
15,A06-Q336635-402,340,333,97.941176,7,7,7

[Defect List]
X,Y,DefectMode,Size X,Size Y,Area,Area No
49,51,50,14.41602,5.766408,28.83204,4
50,51,50,20.182428,8.649612,40.364856,4
49,25,50,20.182428,8.649612,43.24806,4
49,12,50,23.065632,8.649612,51.897672,4
49,23,50,20.182428,5.766408,40.364856,4
50,12,50,20.182428,8.649612,46.131264,4
49,2,50,23.065632,8.649612,49.014468,4

[After Review]
Wafer Number,Wafer ID,Total,Good,Yield(%),NG Total,Defect,F13 Pad area damage
15,A06-Q336635-402,340,340,100,0,0,0

[Defect List]
X,Y,DefectMode,Size X,Size Y,Area,Area No
49,51,Pass,14.41602,5.766408,28.83204,4
50,51,Pass,20.182428,8.649612,40.364856,4
49,25,Pass,20.182428,8.649612,43.24806,4
49,12,Pass,23.065632,8.649612,51.897672,4
49,23,Pass,20.182428,5.766408,40.364856,4
50,12,Pass,20.182428,8.649612,46.131264,4
49,2,Pass,23.065632,8.649612,49.014468,4

