[Wafer Information]
Wafer Number,23
Wafer ID,A02-Q336635-402
Job Name,X2L3QBJL_R_08_QB1
Model Name,EagleT
Lot Number,MOLT24101031-003
Description,
Wafer Size(mm),200
Die Size XY(um),X,1345.33,Y,2274.899
Chip Num. XY,X,68,Y,104
Wafer Thickness(um),0

[INSP]
Start Time,01/22/2024 05:09
End Time,01/22/2024 05:09
Inspection Time,0:00:25
Photo Time,0:00:22
Data Output Time,01/22/2024 05:23

[Before Review]
Wafer Number,Wafer ID,Total,Good,Yield(%),NG Total,Defect,F13 Pad area damage
23,A02-Q336635-402,340,334,98.235294,6,6,6

[Defect List]
X,Y,DefectMode,Size X,Size Y,Area,Area No
49,64,50,20.182428,8.649612,54.780876,4
49,63,50,23.065632,8.649612,63.430488,4
50,64,50,25.948836,8.649612,60.547284,4
50,55,50,25.948836,11.532816,63.430488,4
49,48,50,25.948836,8.649612,69.196896,4
50,48,50,23.065632,8.649612,51.897672,4

[After Review]
Wafer Number,Wafer ID,Total,Good,Yield(%),NG Total,Defect,F13 Pad area damage
23,A02-Q336635-402,340,340,100,0,0,0

[Defect List]
X,Y,DefectMode,Size X,Size Y,Area,Area No
49,64,Pass,20.182428,8.649612,54.780876,4
49,63,Pass,23.065632,8.649612,63.430488,4
50,64,Pass,25.948836,8.649612,60.547284,4
50,55,Pass,25.948836,11.532816,63.430488,4
49,48,Pass,25.948836,8.649612,69.196896,4
50,48,Pass,23.065632,8.649612,51.897672,4

